#miRNA	di1	di2	di3	dt1	dt2	dt3	mi1	mi2	mi3	mt1	mt2	mt3	wi1	wi2	wt1	wt2	ic1	tc1	tw1	tp1	tw2	tp2	tw3	tp3	ew1	ep1	ew2	ep2	ew3	ep3
mmu-miR-3090-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-3090-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-3091-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-3091-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-3092-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-3092-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
mmu-miR-3093-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-3093-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-3094-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-3094-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
mmu-miR-3095-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-3095-3p	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-3097-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-3097-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-3098-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-3098-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-3099-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-3099-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
mmu-miR-30a-5p	62	29	18	27	153	58	13	23	1	12	20	6	9	23	24	17	21	8	15	1	1	2	3	14	2	5	2	9	2	2
mmu-miR-30a-3p	0	2	0	0	7	1	0	0	0	0	1	2	0	0	0	0	1	2	38	14	10	11	2	19	6	9	2	4	1	5
mmu-miR-30b-5p	13	12	3	17	36	29	1	8	2	7	4	2	0	1	1	3	7	1	130	57	37	100	49	253	10	69	11	45	14	26
mmu-miR-30b-3p	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	10	0	2	3	0	7	1	0	0	1	0	0
mmu-miR-30c-1-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	1	2	2	2	0	2	0	0
mmu-miR-30c-2-3p	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1	0	0	2	1	2	0	1	0	0
mmu-miR-30d-5p	219	138	124	221	352	309	43	30	18	97	68	66	8	26	47	56	79	24	5	7	3	7	1	31	3	9	0	8	0	1
mmu-miR-30d-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	8	7	8	2	16	2	3	0	4	2	1
mmu-miR-30e-5p	63	36	34	75	98	56	39	21	11	69	51	33	10	29	69	47	56	9	14	1	2	10	4	25	10	22	10	18	6	11
mmu-miR-30e-3p	8	4	2	11	14	6	6	8	2	9	5	12	1	13	6	8	6	4	38	24	9	18	5	44	8	52	9	33	11	24
mmu-miR-30f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-31-5p	2	0	1	0	8	1	0	0	3	0	0	0	0	0	2	1	0	1	25	4	1	5	2	20	8	53	3	60	4	28
mmu-miR-31-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	2	0	9	1	6	4	2
mmu-miR-3100-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-3100-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-3101-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-3101-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-3102-5p	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-3102-5p.2-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
mmu-miR-3102-3p.2-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	2	1	0	5	0	2	0	0	0	1
mmu-miR-3102-3p	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	29	7	7	20	3	33	1	12	0	13	1	6
mmu-miR-3103-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-3103-3p	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-3104-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-3104-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-3105-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-3105-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-3106-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-3106-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-3108-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-3108-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-3109-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-3109-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-3110-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-3110-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-3112-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-3112-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-3113-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-3113-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-3154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-32-5p	12	15	9	4	9	7	3	1	1	0	3	0	0	8	3	2	2	0	93	52	23	64	26	18	13	18	10	17	19	8
mmu-miR-32-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	3	0	2	1	10	7	38	8	15	7	13
mmu-miR-320-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
mmu-miR-320-3p	145	77	53	53	64	35	36	20	79	36	41	54	18	52	33	41	48	37	4	3	0	1	6	3	0	1	0	2	0	2
mmu-miR-322-5p	65	37	17	291	366	370	18	28	8	94	58	73	2	10	136	154	128	10	9315	992	1633	1690	2498	4345	10	46	14	43	13	22
mmu-miR-322-3p	27	14	5	52	51	59	5	7	2	22	20	9	2	4	34	37	95	6	494	74	96	138	105	427	0	3	0	4	0	1
mmu-miR-323-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
mmu-miR-323-3p	11	2	4	0	0	0	0	0	0	0	0	0	1	2	0	1	0	1	5	1	0	1	0	0	46	167	23	123	21	71
mmu-miR-324-5p	9	3	5	2	9	7	0	0	0	0	0	0	0	1	2	0	0	0	169	28	26	54	28	63	9	7	6	7	7	0
mmu-miR-324-3p	3	1	3	5	3	1	0	0	2	0	1	0	0	4	0	0	1	1	35	13	8	14	11	25	5	19	1	24	6	7
mmu-miR-325-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-325-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-326-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-326-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	42	13	12	9	10	20	1	6	0	1	0	3
mmu-miR-327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-328-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	1	0	0	0	0
mmu-miR-328-3p	32	37	36	40	69	34	5	3	4	9	3	2	12	11	8	12	21	9	50	18	16	24	11	49	1	6	2	5	1	4
mmu-miR-329-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	1	0	1	0	1
mmu-miR-329-3p	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	3	0	1	15	19	7	17	4	7
mmu-miR-33-5p	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	162	119	72	52	47	13	2	0	2	2	5	2
mmu-miR-33-3p	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	6	6	12	7	21	0	4	3	1	1	0
mmu-miR-330-5p	1	0	6	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	59	15	16	20	15	59	4	4	1	5	2	3
mmu-miR-330-3p	17	12	8	16	8	8	0	1	1	2	3	0	1	4	7	5	7	2	6	2	3	4	1	7	2	0	0	0	0	0
mmu-miR-331-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	3	0	1	0	1	0	0
mmu-miR-331-3p	4	0	0	0	3	1	2	0	0	0	0	0	3	0	0	2	2	0	16	2	1	6	4	13	1	6	2	6	0	2
mmu-miR-335-5p	3	1	2	0	0	0	0	0	0	1	0	0	2	1	0	3	2	5	220	141	40	205	37	916	30	71	21	66	22	31
mmu-miR-335-3p	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	9	2	0	5	0	20	1	4	0	1	2	1
mmu-miR-337-5p	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	1	0	5	24	6	26	5	13
mmu-miR-337-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	3	1	4	3	20	142	18	129	26	31
mmu-miR-338-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-338-3p	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
mmu-miR-339-5p	0	0	0	0	3	0	0	0	0	0	1	8	0	3	0	0	2	0	3	3	1	1	3	4	1	4	1	6	1	0
mmu-miR-339-3p	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	4	1	0	1	0	0	2	2	1
mmu-miR-340-5p	6	5	13	0	3	5	0	0	0	0	0	0	5	15	2	0	3	13	3	0	0	1	0	3	0	4	0	4	0	2
mmu-miR-340-3p	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	4	0	4	1	0	0	1
mmu-miR-341-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-341-3p	3	1	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	1	0	0	4	6	3	1	0	3
mmu-miR-342-5p	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-342-3p	8	0	2	1	2	0	0	0	0	0	0	0	0	3	0	0	3	4	11	10	4	12	4	43	30	71	15	81	6	42
mmu-miR-343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-344b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-344b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-344c-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-344c-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-344d-1-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-344d-2-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-344d-3-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-344e-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-344e-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-344f-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-344f-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-344g-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-344g-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-344i	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-345-5p	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	23	1	7	11	9	2	0	1	1	1	0	2
mmu-miR-345-3p	0	1	2	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	35	1	4	7	5	11	1	4	1	4	2	2
mmu-miR-346-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
mmu-miR-346-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-3470a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	0	1	0	0	0	0	1
mmu-miR-3470b	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	0	2	0	0	2	1	0	1	1	0	1
mmu-miR-3472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-3473a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-3473b	6	5	7	0	0	0	1	0	0	0	0	0	0	0	0	0	1	8	35	41	49	62	18	5	74	10	68	11	29	8
mmu-miR-3473c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-3473d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	1	0	1	3	3	0	6	4	1
mmu-miR-3473e	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	5	2	0	0	0	2	0	1	0	0
mmu-miR-3473f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
mmu-miR-3473g	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-3473h-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-3474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-3475-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-3475-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-34a-5p	13	6	6	19	7	15	0	2	4	2	0	0	0	2	3	1	7	2	1527	253	289	363	398	566	90	82	70	82	111	51
mmu-miR-34a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	145	17	18	27	25	73	15	16	11	12	8	3
mmu-miR-34b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	1	3	2	7	0	0	0	0	0	0	0
mmu-miR-34b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	1
mmu-miR-34c-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	5	1	1	1	1	0	0	0	1	0
mmu-miR-34c-3p	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0
mmu-miR-350-5p	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-350-3p	0	2	0	0	0	1	0	0	3	0	0	0	0	3	0	0	0	0	12	1	1	1	2	14	12	76	7	52	11	21
mmu-miR-351-5p	49	19	24	126	189	128	6	7	5	7	5	7	0	14	113	137	302	25	348	132	117	165	130	339	3	2	1	3	3	6
mmu-miR-351-3p	3	1	0	10	11	12	0	1	0	1	0	0	1	1	4	12	25	3	3	0	2	2	1	3	0	0	0	0	0	0
mmu-miR-3535	3	2	0	1	0	2	4	2	0	1	6	0	0	1	1	3	5	8	40	9	8	11	7	26	4	14	3	37	3	28
mmu-miR-3544-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-3544-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-3547-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-3547-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-3552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-3569-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-3569-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-3572-5p	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-3572-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
mmu-miR-361-5p	10	11	10	8	6	9	2	6	0	4	1	3	1	3	0	5	4	6	8	1	1	2	2	14	8	49	2	33	5	16
mmu-miR-361-3p	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4	0	3	0	5	2	7	3	6	2	1
mmu-miR-3618-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
mmu-miR-3618-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-362-5p	3	0	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	14	5	3	6	2	1	0	1	0	0	0	1
mmu-miR-362-3p	0	0	0	0	0	1	0	0	1	0	0	3	0	0	0	0	2	0	56	12	9	24	8	70	2	6	2	2	1	1
mmu-miR-3620-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-3620-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-363-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	117	14	93	9	51
mmu-miR-363-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	32	81	33	83	51	31
mmu-miR-365-1-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
mmu-miR-365-2-5p	3	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-367-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-367-3p	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	20	1	20	3	52	0
mmu-miR-369-5p	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	2	4	37	6	12	3	10
mmu-miR-369-3p	7	3	5	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	14	0	0	3	2	5	17	150	16	106	15	44
mmu-miR-370-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	1	2
mmu-miR-370-3p	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	4	13	1	6	4	2
mmu-miR-374b-5p	60	39	26	13	21	8	2	1	3	0	3	8	9	5	7	3	2	0	84	18	3	28	17	98	8	12	10	13	9	10
mmu-miR-374b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-374c-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-374c-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-375-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
mmu-miR-375-3p	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-376a-5p	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	2	7	2	2	0	1
mmu-miR-376a-3p	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8	14	1	1	2	1	1	2	0	1	0
mmu-miR-376b-5p	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	4	15	4	15	6	3
mmu-miR-376b-3p	2	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	7	114	3	8	4	21	11	110	420	120	304	119	125
mmu-miR-376c-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	0
mmu-miR-376c-3p	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	1	0	0	7	56	312	63	256	36	77
mmu-miR-377-5p	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
mmu-miR-377-3p	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	3	4	2	0	4	33	63	25	59	15	21
mmu-miR-378a-5p	4	2	2	4	6	6	3	0	0	0	1	1	0	0	0	9	1	2	16	7	5	8	4	17	4	4	2	5	2	4
mmu-miR-378a-3p	119	87	65	191	264	220	28	13	12	45	46	34	15	13	66	76	50	3	90	46	20	44	22	53	8	17	5	20	11	13
mmu-miR-378b	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
mmu-miR-378c	1	0	0	3	0	0	0	0	0	0	0	0	2	0	0	1	0	0	3	1	0	4	0	1	0	2	0	1	0	0
mmu-miR-378d	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-379-5p	15	16	30	0	0	0	5	6	15	0	0	0	4	7	0	0	0	1	23	3	1	3	0	8	23	156	15	170	22	72
mmu-miR-379-3p	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	13	0	3	1	2	1	35	205	24	140	15	48
mmu-miR-380-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
mmu-miR-380-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	1	1	2	27	78	22	54	19	13
